CO_ANO,CO_MES,DIAS_UTEIS,US_FOB_EXP,KG_EXP,US_FOB_IMP,KG_IMP,SALDO_US_FOB,SALDO_KG,CORRENTE_US_FOB,CORRENTE_KG
1991,07,,"2,561,131,698","12,945,816,493","1,789,321,946","5,457,866,192","771,809,752","7,487,950,301","4,350,453,644","18,403,682,685"
1991,06,,"2,810,771,386","15,215,234,704","1,837,797,338","5,750,224,811","972,974,048","9,465,009,893","4,648,568,724","20,965,459,515"
1991,05,,"2,911,547,911","18,222,256,767","1,577,352,001","4,433,899,016","1,334,195,910","13,788,357,751","4,488,899,912","22,656,155,783"
1991,04,,"3,023,747,172","14,478,418,842","1,619,011,565","4,682,537,113","1,404,735,607","9,795,881,729","4,642,758,737","19,160,955,955"
1991,03,,"2,612,517,898","12,166,893,997","1,462,993,499","2,803,997,682","1,149,524,399","9,362,896,315","4,075,511,397","14,970,891,679"
1991,02,,"2,269,792,477","14,225,864,979","1,245,037,634","3,547,643,778","1,024,754,843","10,678,221,201","3,514,830,111","17,773,508,757"
1991,01,,"2,929,306,371","15,176,286,281","1,622,334,378","4,577,654,594","1,306,971,993","10,598,631,687","4,551,640,749","19,753,940,875"
1990,12,,"2,894,462,969","10,192,322,377","2,044,369,156","5,693,608,137","850,093,813","4,498,714,240","4,938,832,125","15,885,930,514"
1990,11,,"2,664,596,423","13,359,390,843","2,263,086,380","5,748,546,173","401,510,043","7,610,844,670","4,927,682,803","19,107,937,016"
1990,10,,"2,332,737,929","13,717,670,886","2,037,734,813","5,176,957,939","295,003,116","8,540,712,947","4,370,472,742","18,894,628,825"
1990,09,,"2,592,084,719","16,138,841,810","1,898,574,858","5,212,932,154","693,509,861","10,925,909,656","4,490,659,577","21,351,773,964"
1990,08,,"3,061,546,504","14,582,434,708","1,999,407,084","5,842,192,427","1,062,139,420","8,740,242,281","5,060,953,588","20,424,627,135"
1990,07,,"3,081,963,921","16,023,442,819","1,576,211,087","4,736,076,204","1,505,752,834","11,287,366,615","4,658,175,008","20,759,519,023"
1990,06,,"2,509,955,243","14,954,853,541","1,369,160,648","4,019,918,908","1,140,794,595","10,934,934,633","3,879,115,891","18,974,772,449"
1990,05,,"3,231,774,810","16,124,018,241","1,534,042,438","4,203,726,860","1,697,732,372","11,920,291,381","4,765,817,248","20,327,745,101"
1990,04,,"2,558,374,314","14,137,110,678","1,362,700,701","3,880,948,890","1,195,673,613","10,256,161,788","3,921,075,015","18,018,059,568"
1990,03,,"2,231,975,909","13,913,389,727","1,646,230,450","4,717,924,703","585,745,459","9,195,465,024","3,878,206,359","18,631,314,430"
1990,02,,"1,974,460,602","10,848,783,926","1,251,569,870","3,430,407,014","722,890,732","7,418,376,912","3,226,030,472","14,279,190,940"
1990,01,,"2,279,822,697","14,102,530,442","1,678,274,554","4,521,258,957","601,548,143","9,581,271,485","3,958,097,251","18,623,789,399"
1989,12,,"2,771,206,052","13,932,717,259","1,751,692,141","4,978,520,089","1,019,513,911","8,954,197,170","4,522,898,193","18,911,237,348"
1989,11,,"2,575,230,707","14,275,622,472","1,652,846,190","3,942,994,400","922,384,517","10,332,628,072","4,228,076,897","18,218,616,872"
1989,10,,"2,744,119,764","16,079,599,418","1,686,750,949","5,159,155,143","1,057,368,815","10,920,444,275","4,430,870,713","21,238,754,561"
1989,09,,"2,951,100,517","14,906,423,998","1,789,718,877","6,178,508,773","1,161,381,640","8,727,915,225","4,740,819,394","21,084,932,771"
1989,08,,"3,364,293,736","18,315,330,740","1,909,358,978","5,317,269,653","1,454,934,758","12,998,061,087","5,273,652,714","23,632,600,393"
1989,07,,"3,200,024,700","16,739,018,485","1,680,224,337","5,302,386,128","1,519,800,363","11,436,632,357","4,880,249,037","22,041,404,613"
1989,06,,"3,685,928,316","16,699,199,982","1,601,313,338","4,779,984,885","2,084,614,978","11,919,215,097","5,287,241,654","21,479,184,867"
1989,05,,"2,832,211,961","15,598,173,014","1,481,006,790","4,922,925,116","1,351,205,171","10,675,247,898","4,313,218,751","20,521,098,130"
1989,04,,"2,398,243,853","12,322,426,268","1,030,431,654","3,217,110,123","1,367,812,199","9,105,316,145","3,428,675,507","15,539,536,391"
1989,03,,"2,846,266,468","14,740,518,690","1,280,294,945","4,079,806,713","1,565,971,523","10,660,711,977","4,126,561,413","18,820,325,403"
1989,02,,"2,262,854,556","9,927,411,730","1,164,147,240","4,419,410,497","1,098,707,316","5,508,001,233","3,427,001,796","14,346,822,227"
1989,01,,"2,751,139,080","13,496,496,584","1,235,647,299","4,997,108,532","1,515,491,781","8,499,388,052","3,986,786,379","18,493,605,116"
