Comissão;Nome da Comissão;Indicado pelo;Condição;Nome Parlamentar;Partido;UF;Entrada;Gabinete;Anexo;Telefone;Fax;Tratamento
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PDT;T;ASSIS DO COUTO;PDT;PR;22/03/2017;428;4;3215-5428;3215-2428;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PDT;T;IZAQUE SILVA;PSDB;SP;22/03/2017;915;4;3215-5915;3215-2915;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PDT;S;AFONSO MOTTA;PDT;RS;22/03/2017;711;4;3215-5711;3215-2711;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PDT;S;MÁRIO HERINGER;PDT;MG;22/03/2017;;;;;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;AFONSO HAMM;PP;RS;22/03/2017;604;4;3215-5604;3215-2604;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ALBERTO FRAGA;DEM;DF;22/03/2017;511;4;3215-5511;3215-2511;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ANDRÉ AMARAL;PMDB;PB;22/03/2017;276;3;3215-5276;3215-2276;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CELSO MALDANER;PMDB;SC;22/03/2017;311;4;3215-5311;3215-2311;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;DILCEU SPERAFICO;PP;PR;22/03/2017;746;4;3215-5746;3215-2746;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;DULCE MIRANDA;PMDB;TO;22/03/2017;530;4;3215-5530;3215-2530;Exma. Senhora Deputada
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;FRANCISCO CHAPADINHA;PODE;PA;22/03/2017;385;3;3215-5385;3215-2385;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JERÔNIMO GOERGEN;PP;RS;22/03/2017;316;4;3215-5316;3215-2316;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JONY MARCOS;PRB;SE;22/03/2017;807;4;3215-5807;3215-2807;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JOSUÉ BENGTSON;PTB;PA;22/03/2017;505;4;3215-5505;3215-2505;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LÁZARO BOTELHO;PP;TO;22/03/2017;478;3;3215-5478;3215-2478;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LUCIO MOSQUINI;PMDB;RO;22/03/2017;333;4;3215-5333;3215-2333;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LUIS CARLOS HEINZE;PP;RS;22/03/2017;526;4;3215-5526;3215-2526;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;NELSON MEURER;PP;PR;22/03/2017;916;4;3215-5916;3215-2916;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;NEWTON CARDOSO JR;PMDB;MG;22/03/2017;932;4;3215-5932;3215-2932;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ONYX LORENZONI;DEM;RS;22/03/2017;828;4;3215-5828;3215-2828;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ROBERTO BALESTRA;PP;GO;22/03/2017;219;4;3215-5219;3215-2219;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ROGÉRIO PENINHA MENDONÇA;PMDB;SC;22/03/2017;656;4;3215-5656;3215-2656;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;SERGIO SOUZA;PMDB;PR;22/03/2017;702;4;3215-5702;3215-2702;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;VALDIR COLATTO;PMDB;SC;22/03/2017;516;4;3215-5516;3215-2516;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ZÉ SILVA;SD;MG;22/03/2017;608;4;3215-5608;3215-2608;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ALCEU MOREIRA;PMDB;RS;22/03/2017;238;4;3215-5238;3215-2238;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;BETO MANSUR;PRB;SP;22/03/2017;616;4;3215-5616;3215-2616;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;BETO ROSADO;PP;RN;22/03/2017;840;4;3215-5840;3215-2840;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CARLOS HENRIQUE GAGUIM;PODE;TO;22/03/2017;222;4;3215-5222;3215-2222;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CARLOS MANATO;SD;ES;22/03/2017;313;4;3215-5313;3215-2313;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CARLOS MARUN;PMDB;MS;22/03/2017;856;4;3215-5856;3215-2856;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CARLOS MELLES;DEM;MG;22/03/2017;243;4;3215-5243;3215-2243;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;DANIEL VILELA;PMDB;GO;29/03/2017;471;3;3215-5471;3215-2471;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;DIEGO GARCIA;PHS;PR;22/03/2017;745;4;3215-5745;3215-2745;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;FAUSTO PINATO;PP;SP;22/03/2017;562;4;3215-5562;3215-2562;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;HÉLIO LEITE;DEM;PA;23/03/2017;403;4;3215-5403;3215-2403;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;KAIO MANIÇOBA;PMDB;PE;22/03/2017;525;4;3215-5525;3215-2525;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LUIZ FERNANDO FARIA;PP;MG;22/03/2017;832;4;3215-5832;3215-2832;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MIGUEL LOMBARDI;PR;SP;22/03/2017;835;4;3215-5835;3215-2835;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;NELSON MARQUEZELLI;PTB;SP;22/03/2017;920;4;3215-5920;3215-2920;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;NILTON CAPIXABA;PTB;RO;22/03/2017;724;4;3215-5724;3215-2724;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;NIVALDO ALBUQUERQUE;PRP;AL;22/03/2017;425;4;3215-5425;3215-2425;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;PROFESSOR VICTÓRIO GALLI;PSC;MT;22/03/2017;539;4;3215-5539;3215-2539;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;RONALDO MARTINS;PRB;CE;22/03/2017;568;3;3215-5568;3215-2568;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;WALTER ALVES;PMDB;RN;22/03/2017;435;4;3215-5435;3215-2435;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;ADILTON SACHETTI;PSB;MT;22/03/2017;374;3;3215-5374;3215-2374;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;CÉSAR MESSIAS;PSB;AC;22/03/2017;956;4;3215-5956;3215-2956;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;DOMINGOS SÁVIO;PSDB;MG;22/03/2017;345;4;3215-5345;3215-2345;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;EVAIR VIEIRA DE MELO;PV;ES;22/03/2017;443;4;3215-5443;3215-2443;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;GUILHERME COELHO;PSDB;PE;10/05/2017;583;3;3215-5583;3215-2583;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;HEITOR SCHUCH;PSB;RS;22/03/2017;277;3;3215-5277;3215-2277;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;NELSON PADOVANI;PSDB;PR;22/03/2017;513;4;3215-5513;3215-2513;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;NILSON LEITÃO;PSDB;MT;22/03/2017;825;4;3215-5825;3215-2825;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;PEDRO CHAVES;PMDB;GO;22/03/2017;406;4;3215-5406;3215-2406;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;T;RAIMUNDO GOMES DE MATOS;PSDB;CE;22/03/2017;725;4;3215-5725;3215-2725;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;S;CAJAR NARDES;PR;RS;22/03/2017;379;3;3215-5379;3215-2379;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;S;DIEGO ANDRADE;PSD;MG;22/03/2017;307;4;3215-5307;3215-2307;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;S;LUCIANO DUCCI;PSB;PR;22/03/2017;427;4;3215-5427;3215-2427;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;S;TEREZA CRISTINA;PSB;MS;22/03/2017;448;4;3215-5448;3215-2448;Exma. Senhora Deputada
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSDB/PSB/PPS/PV;S;ULDURICO JUNIOR;PV;BA;22/03/2017;729;4;3215-5729;3215-2729;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PSOL;T;LUANA COSTA;PSB;MA;22/03/2017;324;4;3215-5324;3215-2324;Exma. Senhora Deputada
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;ANDRÉ ABDON;PP;AP;22/03/2017;831;4;3215-5831;3215-2831;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;BETO FARO;PT;PA;22/03/2017;723;4;3215-5723;3215-2723;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;DAGOBERTO NOGUEIRA;PDT;MS;22/03/2017;654;4;3215-5654;3215-2654;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;EVANDRO ROMAN;PSD;PR;22/03/2017;303;4;3215-5303;3215-2303;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;GIOVANI CHERINI;PR;RS;23/03/2017;468;3;3215-5468;3215-2468;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;HERCULANO PASSOS;PSD;SP;22/03/2017;926;4;3215-5926;3215-2926;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;HEULER CRUVINEL;PSD;GO;22/03/2017;536;4;3215-5536;3215-2536;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;IRAJÁ ABREU;PSD;TO;22/03/2017;802;4;3215-5802;3215-2802;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;JOÃO DANIEL;PT;SE;22/03/2017;605;4;3215-5605;3215-2605;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;JORGE BOEIRA;PP;SC;22/03/2017;342;4;3215-5342;3215-2342;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;LUIZ CLÁUDIO;PR;RO;22/03/2017;643;4;3215-5643;3215-2643;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;LUIZ NISHIMORI;PR;PR;07/06/2017;907;4;3215-5907;3215-2907;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;MARCON;PT;RS;22/03/2017;569;3;3215-5569;3215-2569;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;VALMIR ASSUNÇÃO;PT;BA;22/03/2017;739;4;3215-5739;3215-2739;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;T;ZECA DO PT;PT;MS;22/03/2017;860;4;3215-5860;3215-2860;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;BETO SALAME;PP;PA;22/03/2017;473;3;3215-5473;3215-2473;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;BOHN GASS;PT;RS;22/03/2017;469;3;3215-5469;3215-2469;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;CARLOS BEZERRA;PMDB;MT;22/03/2017;815;4;3215-5815;3215-2815;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;DAVIDSON MAGALHÃES;PCdoB;BA;22/03/2017;642;4;3215-5642;3215-2642;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;EXPEDITO NETTO;PSD;RO;22/03/2017;943;4;3215-5943;3215-2943;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;JOÃO RODRIGUES;PSD;SC;22/03/2017;503;4;3215-5503;3215-2503;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;MAGDA MOFATTO;PR;GO;22/03/2017;934;4;3215-5934;3215-2934;Exma. Senhora Deputada
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;MARCOS MONTES;PSD;MG;22/03/2017;334;4;3215-5334;3215-2334;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;PEPE VARGAS;PT;RS;22/03/2017;858;4;3215-5858;3215-2858;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;REINHOLD STEPHANES;PSD;PR;22/03/2017;519;4;3215-5519;3215-2519;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;REMÍDIO MONAI;PR;RR;22/03/2017;641;4;3215-5641;3215-2641;Exmo. Senhor Deputado
CAPADR;Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural;PT/PSD/PR/PROS/PCdoB;S;ZÉ CARLOS;PT;MA;22/03/2017;748;4;3215-5748;3215-2748;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PDT;T;FÉLIX MENDONÇA JÚNIOR;PDT;BA;22/03/2017;912;4;3215-5912;3215-2912;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PDT;T;HISSA ABRAHÃO;PDT;AM;22/03/2017;272;3;3215-5272;3215-2272;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PDT;S;AFONSO MOTTA;PDT;RS;22/03/2017;711;4;3215-5711;3215-2711;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PDT;S;POMPEO DE MATTOS;PDT;RS;22/03/2017;704;4;3215-5704;3215-2704;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ALCEU MOREIRA;PMDB;RS;22/03/2017;238;4;3215-5238;3215-2238;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ANDRE MOURA;PSC;SE;22/03/2017;846;4;3215-5846;3215-2846;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ANTONIO BULHÕES;PRB;SP;22/03/2017;327;4;3215-5327;3215-2327;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ARNALDO FARIA DE SÁ;PTB;SP;22/03/2017;929;4;3215-5929;3215-2929;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ARTHUR LIRA;PP;AL;22/03/2017;942;4;3215-5942;3215-2942;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CARLOS BEZERRA;PMDB;MT;22/03/2017;815;4;3215-5815;3215-2815;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CARLOS HENRIQUE GAGUIM;PODE;TO;22/03/2017;222;4;3215-5222;3215-2222;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CRISTIANE BRASIL;PTB;RJ;22/03/2017;644;4;3215-5644;3215-2644;Exma. Senhora Deputada
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;DANIEL VILELA;PMDB;GO;22/03/2017;471;3;3215-5471;3215-2471;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ESPERIDIÃO AMIN;PP;SC;22/03/2017;252;4;3215-5252;3215-2252;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;FAUSTO PINATO;PP;SP;22/03/2017;562;4;3215-5562;3215-2562;Exmo. Senhor Deputado
