Comissão;Nome da Comissão;Indicado pelo;Condição;Nome Parlamentar;Partido;UF;Entrada;Gabinete;Anexo;Telefone;Fax;Tratamento
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;ANDRES SANCHEZ;PT;SP;22/03/2017;939;4;3215-5939;3215-2939;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;EDMAR ARRUDA;PSD;PR;22/03/2017;962;4;3215-5962;3215-2962;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;ENIO VERRI;PT;PR;22/03/2017;472;3;3215-5472;3215-2472;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;JOSÉ GUIMARÃES;PT;CE;22/03/2017;306;4;3215-5306;3215-2306;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;JOSÉ NUNES;PSD;BA;22/03/2017;728;4;3215-5728;3215-2728;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;JÚLIO CESAR;PSD;PI;22/03/2017;944;4;3215-5944;3215-2944;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;PEDRO PAULO;PMDB;RJ;22/03/2017;727;4;3215-5727;3215-2727;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;T;VICENTE CANDIDO;PT;SP;22/03/2017;819;4;3215-5819;3215-2819;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;ASSIS CARVALHO;PT;PI;22/03/2017;909;4;3215-5909;3215-2909;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;GORETE PEREIRA;PR;CE;22/03/2017;206;4;3215-5206;3215-2206;Exma. Senhora Deputada
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;HELDER SALOMÃO;PT;ES;22/03/2017;573;3;3215-5573;3215-2573;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;JOÃO CARLOS BACELAR;PR;BA;22/03/2017;928;4;3215-5928;3215-2928;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;JOÃO PAULO KLEINÜBING;PSD;SC;22/03/2017;703;4;3215-5703;3215-2703;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;JORGINHO MELLO;PR;SC;22/03/2017;329;4;3215-5329;3215-2329;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;JOSÉ MENTOR;PT;SP;22/03/2017;502;4;3215-5502;3215-2502;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;MARCELO ÁLVARO ANTÔNIO;PR;MG;22/03/2017;824;4;3215-5824;3215-2824;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;MAURO PEREIRA;PMDB;RS;22/03/2017;843;4;3215-5843;3215-2843;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;PAULO TEIXEIRA;PT;SP;22/03/2017;281;3;3215-5281;3215-2281;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;ROGÉRIO ROSSO;PSD;DF;22/03/2017;283;3;3215-5283;3215-2283;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;PT/PSD/PR/PROS/PCdoB;S;VICTOR MENDES;PSD;MA;22/03/2017;580;3;3215-5580;3215-2580;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;REDE;T;MIRO TEIXEIRA;REDE;RJ;22/03/2017;270;3;3215-5270;3215-2270;Exmo. Senhor Deputado
CFT;Comissão de Finanças e Tributação;REDE;S;ALESSANDRO MOLON;REDE;RJ;22/03/2017;652;4;3215-5652;3215-2652;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PDT;T;POMPEO DE MATTOS;PDT;RS;22/03/2017;704;4;3215-5704;3215-2704;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PDT;S;FLÁVIA MORAIS;PDT;GO;22/03/2017;738;4;3215-5738;3215-2738;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ANTONIO BULHÕES;PRB;SP;22/03/2017;327;4;3215-5327;3215-2327;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CARLOS HENRIQUE GAGUIM;PODE;TO;25/05/2017;222;4;3215-5222;3215-2222;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CONCEIÇÃO SAMPAIO;PP;AM;12/04/2017;515;4;3215-5515;3215-2515;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CRISTIANE BRASIL;PTB;RJ;05/04/2017;644;4;3215-5644;3215-2644;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;GILBERTO NASCIMENTO;PSC;SP;22/03/2017;834;4;3215-5834;3215-2834;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JOÃO MARCELO SOUZA;PMDB;MA;22/03/2017;639;4;3215-5639;3215-2639;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;PR. MARCO FELICIANO;PSC;SP;22/03/2017;254;4;3215-5254;3215-2254;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ROBERTO DE LUCENA;PV;SP;23/03/2017;235;4;3215-5235;3215-2235;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ALEXANDRE SERFIOTIS;PMDB;RJ;22/03/2017;554;4;3215-5554;3215-2554;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;DELEY;PTB;RJ;05/04/2017;742;4;3215-5742;3215-2742;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LAURA CARNEIRO;PMDB;RJ;22/03/2017;419;4;3215-5419;3215-2419;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MARCELO AGUIAR;DEM;SP;22/03/2017;367;3;3215-5367;3215-2367;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MARCO ANTÔNIO CABRAL;PMDB;RJ;22/03/2017;585;3;3215-5585;3215-2585;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;RICARDO TEOBALDO;PODE;PE;22/03/2017;603;4;3215-5603;3215-2603;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PSDB/PSB/PPS/PV;T;CREUZA PEREIRA;PSB;PE;03/05/2017;662;4;3215-5662;3215-2662;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PSDB/PSB/PPS/PV;T;GEOVANIA DE SÁ;PSDB;SC;22/03/2017;606;4;3215-5606;3215-2606;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PSDB/PSB/PPS/PV;T;GERALDO RESENDE;PSDB;MS;22/03/2017;905;4;3215-5905;3215-2905;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PSDB/PSB/PPS/PV;T;LUZIA FERREIRA;PPS;MG;03/05/2017;211;4;3215-5211;3215-2211;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PSDB/PSB/PPS/PV;S;HEITOR SCHUCH;PSB;RS;22/03/2017;277;3;3215-5277;3215-2277;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;T;DELEGADO WALDIR;PR;GO;22/03/2017;645;4;3215-5645;3215-2645;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;T;EROS BIONDINI;PROS;MG;22/03/2017;321;4;3215-5321;3215-2321;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;T;LEANDRE;PV;PR;22/03/2017;454;4;3215-5454;3215-2454;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;T;MARCOS REATEGUI;PSD;AP;22/03/2017;344;4;3215-5344;3215-2344;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;T;RAQUEL MUNIZ;PSD;MG;22/03/2017;444;4;3215-5444;3215-2444;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;S;ANGELIM;PT;AC;22/03/2017;543;4;3215-5543;3215-2543;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;S;CARMEN ZANOTTO;PPS;SC;23/03/2017;240;4;3215-5240;3215-2240;Exma. Senhora Deputada
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;S;GOULART;PSD;SP;14/06/2017;533;4;3215-5533;3215-2533;Exmo. Senhor Deputado
CIDOSO;Comissão de Defesa dos Direitos da Pessoa Idosa;PT/PSD/PR/PROS/PCdoB;S;REGINALDO LOPES;PT;MG;22/03/2017;426;4;3215-5426;3215-2426;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PDT;T;DEOCLIDES MACEDO;PDT;MA;27/04/2017;350;4;3215-5350;3215-2350;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PDT;S;NILSON PINTO;PSDB;PA;22/03/2017;527;4;3215-5527;3215-2527;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ALAN RICK;PRB;AC;22/03/2017;650;4;3215-5650;3215-2650;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ANDRÉ ABDON;PP;AP;22/03/2017;831;4;3215-5831;3215-2831;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ELCIONE BARBALHO;PMDB;PA;22/03/2017;919;4;3215-5919;3215-2919;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JANETE CAPIBERIBE;PSB;AP;30/03/2017;209;4;3215-5209;3215-2209;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JÉSSICA SALES;PMDB;AC;22/03/2017;952;4;3215-5952;3215-2952;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JÚLIA MARINHO;PSC;PA;22/03/2017;707;4;3215-5707;3215-2707;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MARINHA RAUPP;PMDB;RO;22/03/2017;614;4;3215-5614;3215-2614;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;PAUDERNEY AVELINO;DEM;AM;22/03/2017;610;4;3215-5610;3215-2610;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ZECA CAVALCANTI;PTB;PE;22/03/2017;318;4;3215-5318;3215-2318;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ABEL MESQUITA JR.;DEM;RR;22/03/2017;248;4;3215-5248;3215-2248;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;BETO SALAME;PP;PA;22/03/2017;473;3;3215-5473;3215-2473;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CONCEIÇÃO SAMPAIO;PP;AM;22/03/2017;515;4;3215-5515;3215-2515;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;JOSÉ PRIANTE;PMDB;PA;29/03/2017;752;4;3215-5752;3215-2752;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MARCELO CASTRO;PMDB;PI;22/03/2017;811;4;3215-5811;3215-2811;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MARCOS ABRÃO;PPS;GO;23/03/2017;375;3;3215-5375;3215-2375;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;SILAS CÂMARA;PRB;AM;22/03/2017;532;4;3215-5532;3215-2532;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;SIMONE MORGADO;PMDB;PA;22/03/2017;440;4;3215-5440;3215-2440;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;WILSON FILHO;PTB;PB;22/03/2017;534;4;3215-5534;3215-2534;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;T;MARIA HELENA;PSB;RR;22/03/2017;410;4;3215-5410;3215-2410;Exma. Senhora Deputada
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;T;PAES LANDIM;PTB;PI;22/03/2017;648;4;3215-5648;3215-2648;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;T;ROCHA;PSDB;AC;22/03/2017;607;4;3215-5607;3215-2607;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;T;VALADARES FILHO;PSB;SE;22/03/2017;660;4;3215-5660;3215-2660;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;S;CÉSAR MESSIAS;PSB;AC;22/03/2017;956;4;3215-5956;3215-2956;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;S;GUILHERME COELHO;PSDB;PE;10/05/2017;583;3;3215-5583;3215-2583;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;S;LUIZ LAURO FILHO;PSB;SP;11/04/2017;418;4;3215-5418;3215-2418;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PSDB/PSB/PPS/PV;S;NILSON LEITÃO;PSDB;MT;22/03/2017;825;4;3215-5825;3215-2825;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;T;ANGELIM;PT;AC;22/03/2017;543;4;3215-5543;3215-2543;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;T;ÁTILA LINS;PSD;AM;22/03/2017;730;4;3215-5730;3215-2730;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;T;JOÃO CARLOS BACELAR;PR;BA;22/03/2017;928;4;3215-5928;3215-2928;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;T;JOÃO DANIEL;PT;SE;22/03/2017;605;4;3215-5605;3215-2605;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;T;REMÍDIO MONAI;PR;RR;22/03/2017;641;4;3215-5641;3215-2641;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;T;ZÉ GERALDO;PT;PA;22/03/2017;266;3;3215-5266;3215-2266;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;S;ALFREDO NASCIMENTO;PR;AM;22/03/2017;401;4;3215-5401;3215-2401;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;S;CARLOS EDUARDO CADOCA;PDT;PE;16/05/2017;718;4;3215-5718;3215-2718;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;S;JOSÉ NUNES;PSD;BA;22/03/2017;728;4;3215-5728;3215-2728;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;S;LEO DE BRITO;PT;AC;22/03/2017;619;4;3215-5619;3215-2619;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;S;SARAIVA FELIPE;PMDB;MG;11/04/2017;429;4;3215-5429;3215-2429;Exmo. Senhor Deputado
CINDRA;Comissão de Integração Nacional, Desenvolvimento Regional e da Amazônia;PT/PSD/PR/PROS/PCdoB;S;ZECA DO PT;PT;MS;22/03/2017;860;4;3215-5860;3215-2860;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PDT;T;FLÁVIA MORAIS;PDT;GO;22/03/2017;738;4;3215-5738;3215-2738;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CELSO JACOB;PMDB;RJ;22/03/2017;382;3;3215-5382;3215-2382;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;FÉLIX MENDONÇA JÚNIOR;PDT;BA;06/06/2017;912;4;3215-5912;3215-2912;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LINCOLN PORTELA;PRB;MG;22/03/2017;615;4;3215-5615;3215-2615;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MARCELO AGUIAR;DEM;SP;22/03/2017;367;3;3215-5367;3215-2367;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ZÉ AUGUSTO NALIN;PMDB;RJ;22/03/2017;302;4;3215-5302;3215-2302;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;EFRAIM FILHO;DEM;PB;22/03/2017;744;4;3215-5744;3215-2744;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LUIZ COUTO;PT;PB;22/03/2017;442;4;3215-5442;3215-2442;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;NELSON MARQUEZELLI;PTB;SP;22/03/2017;920;4;3215-5920;3215-2920;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PSDB/PSB/PPS/PV;T;JANETE CAPIBERIBE;PSB;AP;22/03/2017;209;4;3215-5209;3215-2209;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PSDB/PSB/PPS/PV;T;LUIZA ERUNDINA;PSOL;SP;22/03/2017;620;4;3215-5620;3215-2620;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PSDB/PSB/PPS/PV;T;SUBTENENTE GONZAGA;PDT;MG;05/04/2017;750;4;3215-5750;3215-2750;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PSDB/PSB/PPS/PV;S;GLAUBER BRAGA;PSOL;RJ;22/03/2017;362;4;3215-5362;3215-2362;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;T;BENEDITA DA SILVA;PT;RJ;22/03/2017;330;4;3215-5330;3215-2330;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;T;CHICO LOPES;PCdoB;CE;28/03/2017;310;4;3215-5310;3215-2310;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;T;LEANDRE;PV;PR;30/03/2017;454;4;3215-5454;3215-2454;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;T;LEONARDO MONTEIRO;PT;MG;22/03/2017;922;4;3215-5922;3215-2922;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;T;RONALDO LESSA;PDT;AL;22/03/2017;722;4;3215-5722;3215-2722;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;S;ERIKA KOKAY;PT;DF;22/03/2017;203;4;3215-5203;3215-2203;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;S;JORGINHO MELLO;PR;SC;22/03/2017;329;4;3215-5329;3215-2329;Exmo. Senhor Deputado
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;S;MARGARIDA SALOMÃO;PT;MG;22/03/2017;236;4;3215-5236;3215-2236;Exma. Senhora Deputada
CLP;Comissão de Legislação Participativa;PT/PSD/PR/PROS/PCdoB;S;PATRUS ANANIAS;PT;MG;22/03/2017;720;4;3215-5720;3215-2720;Exmo. Senhor Deputado
CMADS;Comissão de Meio Ambiente e Desenvolvimento Sustentável;PDT;T;ALESSANDRO MOLON;REDE;RJ;22/03/2017;652;4;3215-5652;3215-2652;Exmo. Senhor Deputado
CMADS;Comissão de Meio Ambiente e Desenvolvimento Sustentável;PDT;S;ASSIS DO COUTO;PDT;PR;22/03/2017;428;4;3215-5428;3215-2428;Exmo. Senhor Deputado
CMADS;Comissão de Meio Ambiente e Desenvolvimento Sustentável;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ALCEU MOREIRA;PMDB;RS;22/03/2017;238;4;3215-5238;3215-2238;Exmo. Senhor Deputado
